FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,HST,AS,AST
4,0,Home,4,0,Home,14,6,8,2
1,4,Away,0,1,Away,7,2,15,6
2,1,Home,1,1,Draw,25,6,11,4
3,1,Home,1,0,Home,16,7,10,3
0,3,Away,0,1,Away,5,1,11,5
1,4,Away,0,2,Away,12,5,4,4
3,2,Home,0,1,Away,15,5,13,3
2,3,Away,1,1,Draw,19,4,16,5
2,1,Home,1,0,Home,19,6,10,3
0,2,Away,0,0,Draw,16,4,9,4
2,1,Home,0,1,Away,20,4,19,10
1,1,Draw,0,0,Draw,8,4,8,3
0,3,Away,0,1,Away,6,2,19,9
0,1,Away,0,0,Draw,11,5,18,8
2,1,Home,1,0,Home,7,3,14,8
0,1,Away,0,0,Draw,10,5,13,3
2,2,Draw,1,0,Home,9,2,15,7
0,1,Away,0,0,Draw,11,3,7,2
0,0,Draw,0,0,Draw,5,0,13,4
0,4,Away,0,2,Away,7,3,17,5
2,0,Home,1,0,Home,14,10,8,1
1,1,Draw,1,1,Draw,6,3,18,6
3,1,Home,1,0,Home,12,6,22,4
2,0,Home,0,0,Draw,16,9,11,4
6,1,Home,3,1,Home,16,13,7,4
0,4,Away,0,2,Away,5,1,16,7
0,0,Draw,0,0,Draw,7,2,11,4
3,1,Home,2,0,Home,21,9,7,1
3,0,Home,2,0,Home,14,7,6,2
0,2,Away,0,0,Draw,9,0,10,4
3,2,Home,2,1,Home,13,5,11,4
2,3,Away,1,2,Away,14,6,11,3
0,0,Draw,0,0,Draw,10,3,6,2
3,2,Home,2,1,Home,17,6,14,7
5,3,Home,2,1,Home,23,9,9,5
1,2,Away,0,1,Away,14,5,12,5
0,0,Draw,0,0,Draw,11,2,11,3
3,2,Home,1,0,Home,7,3,28,12
2,0,Home,2,0,Home,11,5,11,3
0,2,Away,0,0,Draw,14,5,13,5
1,1,Draw,1,1,Draw,12,5,8,1
3,1,Home,1,1,Draw,16,6,5,2
1,1,Draw,1,1,Draw,31,9,5,1
2,2,Draw,2,0,Home,11,6,13,2
3,0,Home,1,0,Home,25,13,4,1
3,3,Draw,0,2,Away,14,5,9,7
0,2,Away,0,2,Away,11,3,10,5
3,0,Home,1,0,Home,16,9,10,3
1,3,Away,0,3,Away,11,6,12,6
1,2,Away,1,0,Home,18,7,5,3
4,1,Home,2,0,Home,7,4,6,2
2,2,Draw,1,2,Away,9,4,18,4
0,3,Away,0,1,Away,8,3,16,10
2,2,Draw,0,2,Away,7,2,14,6
5,0,Home,2,0,Home,17,8,9,3
1,0,Home,1,0,Home,10,4,14,5
0,0,Draw,0,0,Draw,9,2,5,2
2,0,Home,0,0,Draw,13,7,7,1
0,2,Away,0,1,Away,13,3,9,5
0,2,Away,0,0,Draw,8,2,19,5
2,1,Home,0,0,Draw,8,4,12,5
0,2,Away,0,2,Away,19,5,7,3
3,1,Home,2,1,Home,12,4,15,5
2,0,Home,1,0,Home,13,2,4,1
3,0,Home,1,0,Home,18,7,11,4
0,1,Away,0,1,Away,12,2,8,4
1,0,Home,0,0,Draw,13,3,7,4
3,0,Home,1,0,Home,13,5,5,4
1,1,Draw,0,1,Away,14,6,12,3
2,0,Home,2,0,Home,6,3,12,3
2,2,Draw,1,1,Draw,10,2,13,6
3,3,Draw,1,1,Draw,19,11,16,8
1,2,Away,0,1,Away,8,4,7,4
3,1,Home,2,1,Home,15,7,14,4
0,5,Away,0,2,Away,2,1,24,14
2,2,Draw,1,0,Home,14,8,10,3
4,0,Home,2,0,Home,20,7,9,2
0,2,Away,0,1,Away,9,2,8,5
0,1,Away,0,1,Away,18,8,21,6
0,0,Draw,0,0,Draw,8,2,10,4
0,2,Away,0,1,Away,19,2,10,4
1,4,Away,0,0,Draw,6,2,10,7
0,2,Away,0,0,Draw,6,2,17,6
1,1,Draw,1,1,Draw,10,3,16,8
3,0,Home,1,0,Home,11,5,7,2
1,0,Home,0,0,Draw,17,8,10,2
1,2,Away,0,1,Away,23,6,5,5
2,3,Away,0,0,Draw,5,3,14,9
2,1,Home,1,0,Home,14,4,13,7
1,1,Draw,1,0,Home,7,4,12,8
0,0,Draw,0,0,Draw,20,7,12,3
0,3,Away,0,1,Away,7,3,15,8
2,0,Home,1,0,Home,14,4,10,5
3,2,Home,1,1,Draw,6,4,23,10
1,1,Draw,0,0,Draw,14,4,13,3
1,0,Home,0,0,Draw,11,4,3,2
3,2,Home,2,1,Home,18,10,14,3
2,1,Home,1,0,Home,17,4,13,4
2,1,Home,2,1,Home,12,2,10,3
1,3,Away,0,1,Away,16,8,16,4
2,0,Home,1,0,Home,19,12,13,2
1,1,Draw,1,1,Draw,11,3,4,1
0,0,Draw,0,0,Draw,16,3,9,4
2,1,Home,0,1,Away,5,4,9,3
2,4,Away,2,1,Home,11,3,10,7
2,4,Away,2,0,Home,13,8,10,4
3,1,Home,3,0,Home,12,6,9,4
3,1,Home,3,1,Home,15,6,5,2
4,2,Home,2,1,Home,19,4,7,2
1,0,Home,0,0,Draw,10,4,14,3
1,2,Away,1,1,Draw,15,5,21,8
2,0,Home,1,0,Home,18,7,8,3
1,2,Away,1,1,Draw,12,5,13,6
1,1,Draw,0,1,Away,7,2,7,4
1,3,Away,0,2,Away,25,7,8,4
2,1,Home,0,1,Away,22,6,4,3
2,0,Home,1,0,Home,11,3,13,4
5,0,Home,3,0,Home,19,14,8,5
0,0,Draw,0,0,Draw,5,1,3,0
1,2,Away,1,2,Away,10,3,12,5
1,1,Draw,1,1,Draw,18,4,11,2
1,1,Draw,0,1,Away,14,5,12,2
1,1,Draw,1,0,Home,13,1,9,3
3,0,Home,1,0,Home,26,11,10,2
1,2,Away,0,2,Away,24,5,8,4
1,1,Draw,1,0,Home,22,7,5,1
1,3,Away,0,2,Away,11,6,10,5
3,1,Home,0,0,Draw,19,6,20,8
2,0,Home,1,0,Home,12,5,11,3
0,2,Away,0,1,Away,10,4,12,6
2,0,Home,2,0,Home,12,6,17,6
4,2,Home,2,1,Home,14,6,15,5
2,1,Home,1,1,Draw,10,3,16,8
1,4,Away,0,1,Away,17,5,9,5
4,0,Home,2,0,Home,13,6,7,2
1,1,Draw,1,1,Draw,14,4,10,3
1,1,Draw,0,0,Draw,14,5,12,5
0,1,Away,0,1,Away,17,5,10,7
1,0,Home,1,0,Home,22,8,8,2
2,1,Home,1,1,Draw,13,3,14,3
1,1,Draw,0,0,Draw,22,6,5,1
1,4,Away,0,2,Away,9,3,12,6
1,1,Draw,0,1,Away,22,5,9,3
2,0,Home,1,0,Home,10,4,14,3
0,2,Away,0,1,Away,14,3,18,6
2,3,Away,1,2,Away,20,10,6,4
4,1,Home,0,0,Draw,18,7,12,6
1,0,Home,1,0,Home,11,3,9,1
2,0,Home,1,0,Home,13,5,8,1
3,1,Home,2,1,Home,13,7,13,3
3,2,Home,1,1,Draw,8,5,13,4
2,0,Home,0,0,Draw,10,2,14,4
1,1,Draw,0,1,Away,26,10,5,1
2,1,Home,1,0,Home,10,5,13,5
1,1,Draw,0,1,Away,12,7,7,5
3,0,Home,2,0,Home,18,6,16,4
3,1,Home,0,0,Draw,16,10,7,2
1,3,Away,1,2,Away,16,4,15,5
0,2,Away,0,2,Away,7,3,18,6
1,3,Away,1,1,Draw,9,1,17,9
1,1,Draw,0,0,Draw,26,7,9,5
5,4,Home,1,0,Home,14,8,9,4
2,0,Home,1,0,Home,22,5,5,1
0,0,Draw,0,0,Draw,17,3,12,1
3,1,Home,2,0,Home,22,6,11,1
0,0,Draw,0,0,Draw,7,3,12,1
0,5,Away,0,2,Away,8,3,15,9
2,0,Home,0,0,Draw,7,2,21,5
2,3,Away,0,2,Away,15,4,23,12
1,1,Draw,0,0,Draw,8,3,10,3
3,0,Home,2,0,Home,19,9,7,4
0,0,Draw,0,0,Draw,14,4,11,4
2,1,Home,1,0,Home,16,6,12,5
0,0,Draw,0,0,Draw,13,4,15,2
0,3,Away,0,0,Draw,10,4,11,8
2,1,Home,2,0,Home,5,3,25,10
2,1,Home,2,0,Home,9,4,14,3
3,2,Home,1,1,Draw,9,4,14,6
0,2,Away,0,0,Draw,5,2,13,4
2,0,Home,0,0,Draw,30,14,6,3
3,1,Home,2,0,Home,12,5,7,4
0,2,Away,0,2,Away,23,10,16,5
2,1,Home,2,1,Home,9,3,9,5
0,3,Away,0,1,Away,10,0,10,6
1,2,Away,0,0,Draw,25,4,9,5
1,1,Draw,1,1,Draw,10,6,10,4
2,3,Away,0,2,Away,27,8,12,7
2,1,Home,2,0,Home,10,5,12,6
4,0,Home,2,0,Home,15,6,4,0
1,4,Away,1,2,Away,21,7,13,5
0,0,Draw,0,0,Draw,9,2,11,6
0,1,Away,0,1,Away,16,3,10,2
1,0,Home,1,0,Home,7,3,16,9
3,3,Draw,1,0,Home,10,5,23,10
1,4,Away,0,1,Away,9,3,18,7
1,1,Draw,0,1,Away,19,7,9,3
1,0,Home,0,0,Draw,15,3,11,4
0,2,Away,0,1,Away,8,1,7,3
3,0,Home,2,0,Home,9,5,7,1
1,0,Home,1,0,Home,13,8,3,1
1,0,Home,1,0,Home,6,2,5,1
2,1,Home,1,0,Home,13,5,12,4
2,2,Draw,1,1,Draw,14,5,9,5
2,3,Away,1,1,Draw,9,5,14,12
0,1,Away,0,1,Away,8,3,7,3
2,2,Draw,0,1,Away,10,5,9,6
0,0,Draw,0,0,Draw,8,5,8,1
2,1,Home,1,0,Home,20,3,7,2
6,1,Home,2,0,Home,14,8,11,4
5,1,Home,3,1,Home,13,6,23,12
1,1,Draw,1,1,Draw,13,2,5,3
2,1,Home,1,0,Home,18,7,5,1
1,1,Draw,0,0,Draw,15,8,10,2
0,0,Draw,0,0,Draw,10,4,22,11
1,1,Draw,0,1,Away,6,3,15,4
0,1,Away,0,1,Away,14,2,11,2
3,1,Home,2,1,Home,23,6,6,2
1,1,Draw,1,1,Draw,18,8,6,2
2,1,Home,0,1,Away,30,8,5,4
1,1,Draw,1,0,Home,11,4,14,4
0,1,Away,0,1,Away,16,3,12,5
1,4,Away,0,1,Away,8,4,13,7
1,1,Draw,1,1,Draw,13,3,5,3
0,1,Away,0,1,Away,9,3,19,7
1,2,Away,1,1,Draw,12,3,6,2
3,2,Home,1,1,Draw,22,11,4,2
2,5,Away,1,3,Away,16,6,14,10
0,3,Away,0,2,Away,12,4,12,5
1,0,Home,0,0,Draw,8,1,16,4
1,1,Draw,0,0,Draw,10,5,16,4
2,1,Home,2,0,Home,20,10,16,3
0,0,Draw,0,0,Draw,7,3,11,2
0,1,Away,0,0,Draw,13,7,12,3
1,1,Draw,0,1,Away,18,6,9,3
5,1,Home,3,1,Home,21,11,6,2
0,1,Away,0,1,Away,17,5,6,1
0,0,Draw,0,0,Draw,12,3,7,2
1,2,Away,0,1,Away,13,2,15,2
3,0,Home,1,0,Home,12,8,15,5
2,2,Draw,0,0,Draw,18,8,9,3
1,2,Away,1,0,Home,14,4,12,3
1,0,Home,1,0,Home,11,4,14,5
0,2,Away,0,0,Draw,23,5,10,2
9,2,Home,5,0,Home,25,15,10,8
1,4,Away,1,1,Draw,12,3,14,4
2,0,Home,0,0,Draw,13,6,6,2
1,1,Draw,1,0,Home,10,5,13,6
3,0,Home,0,0,Draw,14,5,5,1
1,2,Away,0,1,Away,11,5,15,6
2,3,Away,1,1,Draw,14,5,11,4
2,2,Draw,2,0,Home,9,4,18,6
3,0,Home,1,0,Home,17,8,15,4
4,2,Home,1,2,Away,13,7,12,8
0,1,Away,0,0,Draw,13,4,15,5
0,1,Away,0,0,Draw,13,5,8,3
1,1,Draw,1,0,Home,14,7,11,2
1,0,Home,0,0,Draw,19,6,20,8
0,2,Away,0,0,Draw,9,5,17,9
0,0,Draw,0,0,Draw,13,1,14,6
2,1,Home,0,0,Draw,5,4,12,3
3,1,Home,2,1,Home,15,5,10,3
4,0,Home,3,0,Home,21,10,9,4
2,2,Draw,1,1,Draw,8,3,16,4
1,6,Away,0,5,Away,9,3,15,9
1,2,Away,0,0,Draw,12,2,12,4
2,2,Draw,0,1,Away,16,9,18,8
2,2,Draw,1,1,Draw,13,5,10,5
2,0,Home,1,0,Home,19,4,8,3
2,0,Home,2,0,Home,16,5,10,2
1,0,Home,1,0,Home,23,5,11,2
2,0,Home,1,0,Home,22,7,5,0
1,0,Home,1,0,Home,10,3,10,7
2,1,Home,2,1,Home,17,4,12,5
1,6,Away,0,3,Away,7,4,14,5
5,0,Home,2,0,Home,22,9,5,2
0,3,Away,0,2,Away,8,3,8,5
0,1,Away,0,1,Away,23,8,15,3
2,1,Home,2,0,Home,15,7,11,3
2,3,Away,1,1,Draw,20,8,8,4
3,0,Home,0,0,Draw,22,7,7,3
1,0,Home,1,0,Home,16,4,8,2
1,2,Away,0,1,Away,8,3,9,6
2,1,Home,2,0,Home,23,11,8,2
1,0,Home,1,0,Home,8,2,11,4
3,1,Home,1,0,Home,17,5,6,4
0,0,Draw,0,0,Draw,14,2,8,3
4,1,Home,2,1,Home,20,10,9,1
0,1,Away,0,0,Draw,12,0,15,5
1,1,Draw,1,1,Draw,11,3,6,2
3,1,Home,1,0,Home,17,7,6,2
2,2,Draw,1,1,Draw,13,5,10,6
0,2,Away,0,1,Away,16,3,20,2
0,2,Away,0,0,Draw,14,4,10,4
2,2,Draw,2,0,Home,18,3,13,5
2,0,Home,1,0,Home,17,10,19,6
1,1,Draw,1,0,Home,15,8,19,8
3,0,Home,0,0,Draw,15,7,6,3
1,2,Away,1,0,Home,6,2,13,4
1,2,Away,1,0,Home,18,6,15,5
1,4,Away,0,2,Away,18,5,15,5
3,1,Home,2,0,Home,22,12,11,3
2,4,Away,1,1,Draw,10,4,17,6
1,2,Away,0,1,Away,19,4,8,4
1,1,Draw,1,0,Home,15,3,10,2
3,3,Draw,3,1,Home,10,3,10,4
3,1,Home,1,0,Home,16,5,6,2
1,2,Away,1,0,Home,21,8,9,5
2,2,Draw,1,2,Away,11,3,14,4
1,2,Away,0,1,Away,14,3,12,3
0,1,Away,0,0,Draw,13,1,15,7
3,0,Home,1,0,Home,15,6,13,2
3,4,Away,3,2,Home,11,5,26,13
3,2,Home,0,1,Away,16,5,18,4
2,2,Draw,2,2,Draw,10,3,15,3
3,1,Home,2,1,Home,26,9,11,4
0,4,Away,0,1,Away,11,4,13,9
0,1,Away,0,0,Draw,13,3,12,4
2,0,Home,1,0,Home,20,8,15,4
6,1,Home,2,1,Home,16,9,10,4
2,2,Draw,1,0,Home,23,8,12,5
3,1,Home,1,1,Draw,18,6,8,3
3,2,Home,1,1,Draw,9,7,15,10
3,3,Draw,2,2,Draw,19,8,16,6
0,1,Away,0,1,Away,9,3,15,7
1,2,Away,0,0,Draw,9,3,12,8
1,5,Away,1,1,Draw,8,4,18,7
3,0,Home,1,0,Home,17,8,16,4
0,1,Away,0,1,Away,17,3,13,3
1,0,Home,1,0,Home,5,2,20,4
4,0,Home,0,0,Draw,20,8,6,2
2,1,Home,0,0,Draw,24,6,8,3
2,2,Draw,1,0,Home,11,5,12,5
1,0,Home,0,0,Draw,32,8,7,1
2,0,Home,0,0,Draw,26,9,5,1
2,1,Home,2,0,Home,14,6,8,2
1,0,Home,0,0,Draw,16,5,15,7
3,3,Draw,2,2,Draw,13,5,11,6
4,2,Home,2,0,Home,19,11,10,3
2,0,Home,0,0,Draw,12,4,16,6
2,1,Home,2,1,Home,17,5,9,2
0,2,Away,0,0,Draw,9,4,20,4
1,1,Draw,0,1,Away,8,3,17,8
4,0,Home,2,0,Home,26,13,17,5
4,1,Home,2,1,Home,16,5,13,2
4,1,Home,1,0,Home,20,8,10,2
0,1,Away,0,0,Draw,7,1,24,7
2,0,Home,1,0,Home,12,3,11,1
2,0,Home,2,0,Home,18,6,8,4
1,2,Away,1,1,Draw,17,4,16,8
6,2,Home,3,1,Home,13,7,12,3
0,1,Away,0,0,Draw,19,8,8,5
2,1,Home,0,0,Draw,14,6,5,1
2,0,Home,0,0,Draw,18,8,13,2
6,2,Home,2,1,Home,32,14,4,2
3,1,Home,1,1,Draw,14,7,14,5
0,1,Away,0,1,Away,14,0,10,5
0,3,Away,0,2,Away,12,4,14,6
1,1,Draw,0,1,Away,23,7,9,2
2,1,Home,1,0,Home,10,4,16,3
4,1,Home,2,0,Home,13,7,12,3
0,2,Away,0,1,Away,19,7,16,6
2,1,Home,0,0,Draw,15,8,12,2
1,4,Away,0,3,Away,14,2,13,5
1,1,Draw,0,1,Away,10,3,18,6
0,4,Away,0,2,Away,10,1,14,5
2,1,Home,1,1,Draw,15,6,7,2
1,1,Draw,1,1,Draw,8,2,8,4
1,1,Draw,1,1,Draw,14,4,16,4
2,2,Draw,1,1,Draw,20,5,8,3
1,0,Home,0,0,Draw,11,4,4,2
5,0,Home,2,0,Home,27,13,2,2
2,2,Draw,1,1,Draw,9,5,11,3
3,1,Home,0,1,Away,9,4,7,5
3,3,Draw,1,3,Away,12,6,12,5
2,0,Home,2,0,Home,19,8,8,2
0,4,Away,0,1,Away,10,2,15,8
3,3,Draw,2,1,Home,15,7,17,8
1,1,Draw,1,0,Home,14,5,10,2
1,1,Draw,1,1,Draw,5,3,27,11
2,2,Draw,0,2,Away,17,8,14,5
2,0,Home,0,0,Draw,6,3,27,8
4,1,Home,2,1,Home,13,6,10,3
1,1,Draw,1,1,Draw,20,6,7,2
0,2,Away,0,1,Away,17,3,7,3
1,1,Draw,0,0,Draw,13,4,11,5
0,5,Away,0,1,Away,7,2,16,13
1,2,Away,0,1,Away,20,8,12,4
4,1,Home,0,1,Away,18,6,13,4
2,3,Away,1,1,Draw,14,4,14,6
1,0,Home,1,0,Home,18,8,10,5
1,1,Draw,0,0,Draw,15,3,10,4
1,0,Home,1,0,Home,5,2,13,4
0,0,Draw,0,0,Draw,18,4,11,2
1,2,Away,1,2,Away,11,8,13,6
3,3,Draw,1,2,Away,20,6,9,3
1,1,Draw,1,1,Draw,10,4,7,6
3,2,Home,1,1,Draw,13,5,10,5
1,4,Away,0,2,Away,11,3,10,5
2,1,Home,1,1,Draw,24,7,11,1
2,0,Home,1,0,Home,9,3,6,1
1,3,Away,0,1,Away,12,5,10,8
3,0,Home,1,0,Home,19,12,8,2
0,3,Away,0,1,Away,9,2,17,7
4,1,Home,2,1,Home,13,4,11,4
6,1,Home,2,1,Home,17,10,3,1
1,0,Home,0,0,Draw,17,7,16,8
1,2,Away,1,1,Draw,10,5,10,3
0,2,Away,0,1,Away,17,8,8,4
0,2,Away,0,1,Away,18,9,11,5
1,2,Away,1,1,Draw,7,3,17,7
0,3,Away,0,0,Draw,20,12,14,8
2,1,Home,1,0,Home,19,7,11,4
3,2,Home,2,2,Draw,12,6,18,6
0,0,Draw,0,0,Draw,19,6,8,1
3,0,Home,2,0,Home,23,9,6,0
2,3,Away,0,1,Away,9,7,11,5
5,3,Home,2,1,Home,20,7,11,6
3,1,Home,0,1,Away,12,4,19,3
3,1,Home,0,1,Away,17,6,9,3
2,1,Home,0,1,Away,10,4,12,2
1,3,Away,0,2,Away,19,5,10,7
1,0,Home,0,0,Draw,20,9,14,4
0,2,Away,0,1,Away,9,2,19,11
2,0,Home,2,0,Home,16,5,8,3
0,1,Away,0,0,Draw,21,7,8,2
0,3,Away,0,0,Draw,7,4,10,5
3,3,Draw,0,2,Away,15,8,13,9
0,1,Away,0,1,Away,12,2,4,2
1,1,Draw,0,1,Away,11,6,23,6
3,1,Home,1,1,Draw,19,9,11,4
2,3,Away,0,2,Away,24,8,18,7
1,1,Draw,1,1,Draw,20,4,17,8
2,0,Home,2,0,Home,18,8,8,3
0,0,Draw,0,0,Draw,9,2,2,0
4,4,Draw,2,2,Draw,18,8,13,6
3,0,Home,1,0,Home,17,7,16,5
1,3,Away,0,0,Draw,12,6,16,6
3,0,Home,1,0,Home,12,5,9,1
2,0,Home,1,0,Home,13,3,12,4
1,0,Home,0,0,Draw,12,4,9,4
1,1,Draw,1,0,Home,16,5,12,4
0,1,Away,0,1,Away,13,5,7,4
1,2,Away,0,0,Draw,13,7,11,4
0,1,Away,0,1,Away,8,5,16,6
2,1,Home,2,1,Home,19,8,9,3
4,2,Home,2,2,Draw,13,8,14,4
0,7,Away,0,3,Away,6,2,17,10
0,2,Away,0,1,Away,13,2,16,6
0,3,Away,0,2,Away,13,2,17,7
3,2,Home,2,2,Draw,12,4,9,4
4,1,Home,3,0,Home,20,8,9,1
3,1,Home,1,0,Home,22,8,13,6
3,3,Draw,0,3,Away,21,6,16,6
2,2,Draw,2,1,Home,14,4,16,8
0,0,Draw,0,0,Draw,6,0,10,1
3,1,Home,1,0,Home,12,6,9,4
0,1,Away,0,0,Draw,15,7,16,5
2,0,Home,1,0,Home,13,4,8,1
1,1,Draw,1,1,Draw,5,5,9,3
1,0,Home,1,0,Home,14,8,16,3
1,2,Away,1,2,Away,20,5,6,4
2,1,Home,2,0,Home,11,3,20,6
2,3,Away,1,0,Home,18,8,13,7
0,0,Draw,0,0,Draw,15,4,8,2
1,0,Home,0,0,Draw,11,3,22,5
2,2,Draw,0,0,Draw,14,4,18,13
0,2,Away,0,1,Away,10,5,24,13
2,2,Draw,1,0,Home,18,4,6,1
1,0,Home,1,0,Home,5,1,7,2
3,2,Home,1,2,Away,13,5,15,8
4,0,Home,2,0,Home,16,7,12,3
1,2,Away,1,1,Draw,14,5,10,4
1,3,Away,1,1,Draw,24,8,10,6
0,3,Away,0,1,Away,11,3,12,9
0,0,Draw,0,0,Draw,12,3,7,2
1,2,Away,1,0,Home,11,3,24,7
1,2,Away,0,1,Away,16,5,20,6
3,1,Home,1,1,Draw,20,5,4,0
3,1,Home,0,0,Draw,16,6,12,6
3,0,Home,2,0,Home,14,7,7,0
2,1,Home,1,1,Draw,11,5,10,3
2,0,Home,1,0,Home,13,5,6,1
2,1,Home,1,0,Home,13,6,10,6
5,0,Home,2,0,Home,25,14,9,3
1,3,Away,1,1,Draw,13,4,11,4
0,1,Away,0,0,Draw,14,3,12,3
3,0,Home,3,0,Home,19,7,10,1
1,1,Draw,0,0,Draw,11,4,18,4
0,3,Away,0,3,Away,14,3,10,4
0,2,Away,0,1,Away,9,2,18,6
1,5,Away,0,2,Away,11,5,15,8
3,0,Home,0,0,Draw,17,7,8,2
2,0,Home,2,0,Home,16,7,6,1
1,4,Away,0,2,Away,16,1,10,5
2,0,Home,0,0,Draw,19,8,14,3
4,0,Home,3,0,Home,16,7,12,0
4,2,Home,0,1,Away,14,7,18,8
4,0,Home,2,0,Home,21,11,7,1
4,1,Home,1,0,Home,13,8,13,4
1,2,Away,0,1,Away,13,5,11,4
1,1,Draw,0,1,Away,15,7,17,6
0,1,Away,0,0,Draw,18,6,11,2
1,2,Away,1,0,Home,13,4,8,3
0,0,Draw,0,0,Draw,16,4,15,8
2,4,Away,1,1,Draw,13,5,18,10
3,0,Home,1,0,Home,13,6,15,4
2,2,Draw,2,0,Home,13,9,19,7
2,1,Home,0,1,Away,6,5,22,6
1,2,Away,1,1,Draw,14,6,9,4
3,1,Home,1,1,Draw,9,5,18,6
0,0,Draw,0,0,Draw,21,4,3,0
0,4,Away,0,2,Away,8,3,14,7
0,0,Draw,0,0,Draw,9,2,7,5
1,1,Draw,0,1,Away,16,5,10,2
5,1,Home,4,0,Home,22,12,10,4
1,1,Draw,0,1,Away,20,3,12,4
3,0,Home,0,0,Draw,28,9,4,2
0,1,Away,0,1,Away,19,8,9,3
1,0,Home,1,0,Home,15,7,11,4
2,1,Home,0,1,Away,13,6,13,4
6,2,Home,4,1,Home,17,12,6,5
1,1,Draw,0,1,Away,15,9,7,2
1,1,Draw,1,1,Draw,19,7,9,1
1,2,Away,1,1,Draw,15,8,19,4
0,2,Away,0,1,Away,15,4,12,5
4,0,Home,2,0,Home,24,9,10,2
2,2,Draw,2,1,Home,14,4,11,3
1,6,Away,1,1,Draw,12,3,18,12
0,1,Away,0,0,Draw,10,0,12,4
1,1,Draw,0,0,Draw,16,6,12,9
1,2,Away,1,1,Draw,21,3,10,4
2,1,Home,1,0,Home,23,8,6,3
1,1,Draw,0,1,Away,8,2,11,2
1,2,Away,0,2,Away,25,7,7,3
0,3,Away,0,0,Draw,16,5,7,3
2,4,Away,0,0,Draw,22,12,11,7
1,1,Draw,0,0,Draw,10,3,16,3
1,4,Away,0,1,Away,26,10,7,5
2,1,Home,0,0,Draw,26,13,9,4
3,1,Home,1,0,Home,14,3,7,3
0,3,Away,0,1,Away,9,3,15,5
0,2,Away,0,0,Draw,4,1,23,8
3,0,Home,3,0,Home,8,4,8,2
3,1,Home,1,0,Home,32,11,11,4
1,0,Home,0,0,Draw,12,3,6,1
1,1,Draw,0,1,Away,10,1,12,2
2,3,Away,1,2,Away,12,5,12,7
2,5,Away,0,1,Away,13,4,23,9
3,1,Home,2,1,Home,14,3,12,5
0,0,Draw,0,0,Draw,18,6,8,4
1,3,Away,0,2,Away,4,2,13,6
1,3,Away,1,2,Away,6,2,19,9
1,3,Away,0,1,Away,22,3,13,7
1,0,Home,1,0,Home,14,4,9,2
1,1,Draw,0,0,Draw,21,5,11,4
3,1,Home,1,1,Draw,20,8,8,1
2,0,Home,1,0,Home,11,5,13,5
2,0,Home,1,0,Home,13,4,11,1
3,3,Draw,3,2,Home,11,6,20,9
3,2,Home,1,2,Away,14,7,9,2
1,1,Draw,0,0,Draw,15,4,9,2
3,0,Home,2,0,Home,14,7,12,4
2,3,Away,2,1,Home,11,3,17,5
2,1,Home,0,1,Away,22,9,11,4
1,2,Away,1,0,Home,9,4,11,8
3,1,Home,1,1,Draw,17,9,17,7
2,1,Home,1,0,Home,18,5,19,8
1,0,Home,1,0,Home,11,7,16,2
2,1,Home,0,1,Away,10,5,19,3
2,0,Home,0,0,Draw,14,7,17,5
0,2,Away,0,1,Away,14,3,15,6
2,0,Home,0,0,Draw,12,5,18,8
1,1,Draw,1,1,Draw,19,5,9,5
3,0,Home,2,0,Home,11,3,11,2
1,1,Draw,1,1,Draw,11,5,11,3
2,0,Home,0,0,Draw,22,8,10,3
0,3,Away,0,1,Away,14,3,9,6
2,0,Home,1,0,Home,18,8,13,4
2,1,Home,1,0,Home,31,15,5,3
3,0,Home,3,0,Home,23,5,9,2
1,1,Draw,0,1,Away,14,4,17,4
4,1,Home,2,1,Home,24,8,5,1
2,0,Home,2,0,Home,26,9,23,8
2,1,Home,2,1,Home,17,4,9,2
2,3,Away,1,3,Away,14,6,16,7
0,0,Draw,0,0,Draw,10,0,13,4
0,2,Away,0,0,Draw,7,1,12,3
4,2,Home,2,1,Home,30,11,9,2
4,2,Home,0,1,Away,15,7,14,4
1,3,Away,0,2,Away,14,3,16,7
3,1,Home,1,1,Draw,12,7,14,3
1,4,Away,1,1,Draw,9,6,15,7
3,1,Home,1,0,Home,12,4,14,3
0,0,Draw,0,0,Draw,9,2,6,3
5,2,Home,1,2,Away,23,11,7,3
2,0,Home,0,0,Draw,20,11,7,1
0,0,Draw,0,0,Draw,18,5,8,3
2,2,Draw,2,2,Draw,16,5,14,6
2,0,Home,2,0,Home,18,5,13,1
2,2,Draw,1,0,Home,23,7,13,7
3,1,Home,3,1,Home,15,5,19,5
0,1,Away,0,1,Away,17,6,12,6
0,1,Away,0,0,Draw,17,6,24,10
3,2,Home,3,1,Home,16,10,12,4
0,2,Away,0,2,Away,6,2,21,5
0,2,Away,0,1,Away,10,1,26,6
1,4,Away,0,1,Away,10,5,18,8
3,1,Home,1,0,Home,7,4,18,4
0,2,Away,0,1,Away,15,8,14,7
1,2,Away,0,1,Away,6,2,13,6
2,0,Home,0,0,Draw,12,4,11,4
2,1,Home,1,1,Draw,17,7,7,2
1,0,Home,0,0,Draw,24,6,8,2
3,2,Home,1,0,Home,19,9,12,7
0,4,Away,0,2,Away,10,5,13,7
3,1,Home,1,0,Home,16,8,6,2
2,1,Home,1,1,Draw,14,6,8,2
