FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,HST,AS,AST
6,0,Home,2,0,Home,27,14,4,2
0,2,Away,0,1,Away,13,2,12,6
2,1,Home,1,0,Home,17,8,12,4
1,0,Home,1,0,Home,11,4,11,3
2,0,Home,1,0,Home,21,8,12,3
1,1,Draw,1,0,Home,8,1,13,5
2,1,Home,1,0,Home,14,9,12,6
2,1,Home,0,0,Draw,15,5,8,2
2,2,Draw,0,0,Draw,11,5,23,9
0,2,Away,0,0,Draw,9,2,18,2
1,0,Home,0,0,Draw,8,1,14,3
3,1,Home,0,1,Away,17,7,5,2
0,2,Away,0,1,Away,12,5,7,6
3,1,Home,0,0,Draw,15,5,6,2
1,0,Home,0,0,Draw,10,4,8,1
0,0,Draw,0,0,Draw,18,4,16,9
4,4,Draw,4,1,Home,12,6,20,5
1,2,Away,1,0,Home,10,1,18,5
3,0,Home,3,0,Home,9,3,17,8
3,1,Home,1,1,Draw,10,5,13,5
6,0,Home,1,0,Home,22,14,5,1
2,1,Home,0,0,Draw,17,8,7,3
0,4,Away,0,0,Draw,14,2,12,6
0,0,Draw,0,0,Draw,20,5,20,9
4,1,Home,4,0,Home,15,7,9,5
1,3,Away,0,1,Away,12,5,11,6
2,0,Home,0,0,Draw,8,2,11,4
1,1,Draw,0,0,Draw,12,3,15,4
1,0,Home,0,0,Draw,19,4,7,0
0,2,Away,0,1,Away,13,3,9,5
1,5,Away,0,2,Away,15,9,10,9
3,0,Home,1,0,Home,16,7,2,2
0,0,Draw,0,0,Draw,14,6,5,2
1,1,Draw,1,0,Home,9,5,3,1
1,3,Away,1,1,Draw,18,8,9,5
1,2,Away,1,0,Home,13,7,13,6
3,1,Home,1,0,Home,24,5,9,5
1,0,Home,0,0,Draw,19,6,4,0
3,3,Draw,2,1,Home,11,4,6,4
0,1,Away,0,0,Draw,7,1,17,8
2,3,Away,2,1,Home,9,5,16,6
2,0,Home,1,0,Home,7,5,8,2
2,1,Home,0,0,Draw,16,4,11,3
1,1,Draw,1,1,Draw,10,2,12,2
2,1,Home,2,1,Home,14,2,12,5
2,1,Home,1,1,Draw,17,10,6,2
1,1,Draw,1,0,Home,27,3,5,2
2,2,Draw,1,0,Home,9,2,14,7
1,0,Home,1,0,Home,11,3,14,3
2,0,Home,1,0,Home,14,5,16,3
1,2,Away,0,2,Away,18,5,21,9
2,0,Home,1,0,Home,11,6,10,4
4,0,Home,0,0,Draw,15,8,12,4
0,0,Draw,0,0,Draw,19,3,8,2
1,1,Draw,0,0,Draw,15,6,9,2
1,1,Draw,0,0,Draw,11,5,12,3
2,2,Draw,1,1,Draw,13,4,14,5
2,1,Home,2,0,Home,15,3,9,1
2,1,Home,1,0,Home,14,4,13,6
0,0,Draw,0,0,Draw,22,4,5,0
2,1,Home,1,1,Draw,11,5,13,6
2,1,Home,1,0,Home,13,5,12,4
0,1,Away,0,0,Draw,10,2,13,6
0,3,Away,0,1,Away,3,0,13,4
2,0,Home,2,0,Home,17,5,3,0
3,1,Home,1,0,Home,9,5,9,1
2,1,Home,0,0,Draw,12,5,14,6
2,1,Home,1,0,Home,13,7,10,2
3,3,Draw,2,0,Home,12,7,24,10
0,3,Away,0,1,Away,6,1,14,8
3,1,Home,1,0,Home,22,6,7,3
3,0,Home,1,0,Home,11,5,10,4
0,0,Draw,0,0,Draw,7,2,6,1
1,3,Away,0,2,Away,7,3,16,8
0,2,Away,0,0,Draw,4,0,11,4
0,0,Draw,0,0,Draw,9,1,8,2
2,0,Home,0,0,Draw,17,8,5,2
1,3,Away,0,2,Away,14,4,13,5
1,2,Away,1,0,Home,6,2,18,6
3,0,Home,0,0,Draw,18,6,9,2
1,0,Home,1,0,Home,24,7,5,2
3,0,Home,2,0,Home,12,6,11,2
1,1,Draw,1,1,Draw,21,5,5,3
1,0,Home,1,0,Home,8,1,6,1
0,3,Away,0,1,Away,12,2,13,5
2,5,Away,0,3,Away,14,6,10,6
0,2,Away,0,0,Draw,14,5,13,5
3,2,Home,1,0,Home,12,4,6,3
3,1,Home,3,0,Home,15,5,11,3
3,1,Home,2,1,Home,24,6,8,5
2,3,Away,2,1,Home,12,6,11,4
0,0,Draw,0,0,Draw,9,3,10,4
0,1,Away,0,0,Draw,18,4,15,7
1,0,Home,1,0,Home,11,4,18,3
4,2,Home,2,0,Home,11,6,24,11
1,2,Away,1,0,Home,20,8,11,4
0,1,Away,0,0,Draw,8,0,19,4
2,2,Draw,1,1,Draw,18,5,14,4
1,2,Away,1,0,Home,14,4,19,9
1,4,Away,1,3,Away,9,3,16,7
2,1,Home,1,1,Draw,13,8,13,4
2,1,Home,0,0,Draw,12,4,12,5
0,0,Draw,0,0,Draw,18,5,13,2
2,2,Draw,2,2,Draw,17,7,12,4
1,1,Draw,1,0,Home,20,5,11,3
1,1,Draw,1,0,Home,16,8,15,4
2,1,Home,1,1,Draw,16,5,9,4
3,1,Home,1,1,Draw,20,7,9,2
1,3,Away,1,2,Away,9,3,15,6
4,1,Home,2,1,Home,15,7,3,1
4,0,Home,2,0,Home,10,6,10,1
1,1,Draw,0,1,Away,13,6,10,2
2,1,Home,1,1,Draw,14,5,11,5
2,1,Home,1,0,Home,14,5,15,5
2,3,Away,2,1,Home,6,4,18,8
1,1,Draw,1,1,Draw,14,5,7,4
0,2,Away,0,1,Away,10,2,21,5
0,0,Draw,0,0,Draw,15,3,3,0
5,0,Home,2,0,Home,19,10,6,3
1,1,Draw,1,0,Home,7,2,11,4
1,0,Home,0,0,Draw,12,2,16,4
1,0,Home,0,0,Draw,11,5,11,2
0,1,Away,0,1,Away,11,4,13,6
1,0,Home,1,0,Home,4,1,13,3
1,0,Home,0,0,Draw,9,3,12,4
0,1,Away,0,0,Draw,11,0,13,2
2,2,Draw,2,1,Home,13,5,14,4
1,0,Home,0,0,Draw,8,1,8,3
3,1,Home,1,1,Draw,19,8,10,3
2,0,Home,1,0,Home,16,8,3,0
1,1,Draw,0,0,Draw,17,2,6,2
1,1,Draw,1,1,Draw,10,5,14,5
1,0,Home,1,0,Home,15,3,7,1
0,1,Away,0,0,Draw,10,2,13,2
1,2,Away,0,1,Away,5,3,17,7
1,1,Draw,0,1,Away,23,8,8,3
3,0,Home,1,0,Home,9,4,11,6
2,1,Home,0,0,Draw,11,7,6,3
1,2,Away,0,1,Away,20,4,18,7
3,0,Home,3,0,Home,24,11,5,2
1,1,Draw,1,1,Draw,11,2,18,6
2,0,Home,0,0,Draw,15,5,5,0
1,1,Draw,1,0,Home,12,3,10,3
1,2,Away,0,2,Away,17,6,11,5
1,2,Away,1,1,Draw,11,3,13,5
0,2,Away,0,0,Draw,9,2,13,3
0,0,Draw,0,0,Draw,8,2,14,4
3,0,Home,2,0,Home,17,7,4,3
1,0,Home,0,0,Draw,15,5,14,3
1,2,Away,0,1,Away,9,5,22,8
1,0,Home,0,0,Draw,11,3,11,1
3,1,Home,2,1,Home,16,9,7,3
0,0,Draw,0,0,Draw,12,5,9,3
0,1,Away,0,1,Away,12,2,8,1
1,6,Away,0,3,Away,10,4,14,7
3,1,Home,2,0,Home,15,7,11,3
2,3,Away,2,0,Home,13,4,12,7
2,1,Home,1,1,Draw,14,5,5,2
1,2,Away,0,2,Away,11,4,13,4
1,2,Away,1,1,Draw,11,5,12,5
2,1,Home,1,0,Home,11,4,11,2
1,1,Draw,0,1,Away,9,1,13,4
1,0,Home,0,0,Draw,11,3,5,0
1,1,Draw,1,1,Draw,12,4,7,3
1,0,Home,1,0,Home,14,4,2,1
1,0,Home,0,0,Draw,12,2,12,2
1,0,Home,1,0,Home,8,2,13,4
4,0,Home,1,0,Home,22,7,13,2
3,0,Home,0,0,Draw,11,3,14,4
3,2,Home,1,1,Draw,15,7,19,4
2,0,Home,0,0,Draw,15,6,4,0
2,0,Home,1,0,Home,8,4,10,6
2,1,Home,1,1,Draw,15,7,14,4
0,2,Away,0,0,Draw,8,0,17,5
3,0,Home,1,0,Home,17,7,9,3
0,3,Away,0,2,Away,15,0,11,5
2,0,Home,1,0,Home,14,3,5,2
0,1,Away,0,1,Away,16,6,12,3
2,1,Home,1,1,Draw,12,6,12,5
2,1,Home,0,1,Away,13,7,14,7
1,3,Away,0,2,Away,12,4,20,10
3,0,Home,1,0,Home,24,10,6,3
0,2,Away,0,1,Away,15,6,14,11
2,2,Draw,1,1,Draw,6,4,12,3
1,1,Draw,1,0,Home,11,2,16,7
2,0,Home,0,0,Draw,14,5,7,4
0,2,Away,0,2,Away,13,5,8,4
1,1,Draw,1,1,Draw,9,4,12,4
1,2,Away,0,1,Away,12,3,9,5
1,2,Away,1,2,Away,27,6,7,3
8,0,Home,3,0,Home,18,12,5,1
1,2,Away,0,0,Draw,5,2,18,3
0,3,Away,0,1,Away,7,3,27,10
2,0,Home,0,0,Draw,6,4,8,2
0,2,Away,0,2,Away,12,3,11,5
3,1,Home,2,0,Home,13,5,5,1
0,2,Away,0,0,Draw,14,3,10,4
1,1,Draw,1,0,Home,7,2,14,4
2,2,Draw,1,1,Draw,7,2,12,5
6,2,Home,2,0,Home,20,12,12,3
0,3,Away,0,1,Away,6,2,20,8
5,2,Home,1,1,Draw,17,12,8,4
1,1,Draw,1,1,Draw,10,2,7,5
4,2,Home,1,1,Draw,19,7,7,2
2,0,Home,0,0,Draw,9,4,15,3
1,2,Away,1,1,Draw,15,3,10,3
1,0,Home,0,0,Draw,9,3,8,1
1,1,Draw,1,0,Home,12,7,11,3
3,0,Home,2,0,Home,16,7,10,4
2,1,Home,2,1,Home,11,5,13,6
1,1,Draw,0,0,Draw,6,4,23,7
2,1,Home,1,0,Home,16,4,18,2
2,2,Draw,1,1,Draw,26,9,7,2
0,1,Away,0,1,Away,11,6,15,5
2,1,Home,1,1,Draw,17,6,7,3
3,0,Home,3,0,Home,25,7,9,3
1,0,Home,1,0,Home,10,2,14,2
1,1,Draw,1,1,Draw,15,3,7,3
0,0,Draw,0,0,Draw,7,1,5,0
4,2,Home,3,0,Home,7,6,8,6
1,0,Home,0,0,Draw,13,4,16,7
3,0,Home,1,0,Home,9,4,7,2
1,0,Home,1,0,Home,18,4,6,1
0,1,Away,0,0,Draw,18,5,9,5
0,1,Away,0,0,Draw,14,1,18,6
1,3,Away,1,1,Draw,5,3,28,8
6,0,Home,2,0,Home,21,8,6,2
0,0,Draw,0,0,Draw,15,4,6,1
2,5,Away,0,2,Away,13,4,11,7
2,1,Home,1,1,Draw,14,4,7,1
4,0,Home,1,0,Home,25,10,11,1
1,1,Draw,0,0,Draw,9,3,7,2
2,1,Home,1,0,Home,12,5,10,1
3,3,Draw,1,0,Home,8,5,18,9
3,0,Home,1,0,Home,17,10,16,6
1,0,Home,0,0,Draw,5,1,11,2
1,0,Home,1,0,Home,14,4,21,6
3,0,Home,1,0,Home,11,6,14,3
2,3,Away,0,2,Away,13,5,13,6
0,2,Away,0,1,Away,13,2,14,7
2,3,Away,0,0,Draw,18,3,15,7
1,0,Home,1,0,Home,22,7,12,2
0,1,Away,0,0,Draw,17,4,16,5
2,2,Draw,0,2,Away,16,7,8,4
4,1,Home,2,1,Home,18,6,9,3
2,3,Away,1,1,Draw,9,2,16,7
1,0,Home,0,0,Draw,7,3,9,3
2,1,Home,1,1,Draw,12,6,12,4
1,0,Home,0,0,Draw,14,5,14,3
4,1,Home,2,0,Home,12,7,18,1
2,0,Home,2,0,Home,18,8,5,0
3,2,Home,1,2,Away,23,10,10,5
2,1,Home,2,0,Home,7,6,12,0
3,1,Home,2,1,Home,15,7,9,2
5,3,Home,2,2,Draw,16,9,10,4
0,0,Draw,0,0,Draw,9,2,21,6
1,0,Home,1,0,Home,17,3,6,2
4,0,Home,2,0,Home,13,6,11,2
3,0,Home,1,0,Home,9,6,6,3
2,1,Home,1,0,Home,11,5,26,8
2,1,Home,1,1,Draw,13,5,6,4
1,1,Draw,0,0,Draw,12,6,11,6
2,2,Draw,1,2,Away,19,6,10,5
3,1,Home,0,1,Away,20,7,10,4
1,2,Away,0,0,Draw,13,6,9,4
1,0,Home,0,0,Draw,14,5,10,2
2,4,Away,1,1,Draw,15,5,9,5
2,3,Away,1,1,Draw,7,3,12,6
2,1,Home,1,0,Home,11,5,11,4
1,1,Draw,0,1,Away,11,1,9,1
1,4,Away,0,3,Away,13,4,12,8
3,0,Home,2,0,Home,14,4,9,4
0,0,Draw,0,0,Draw,23,4,5,0
1,2,Away,0,1,Away,17,8,13,5
0,0,Draw,0,0,Draw,15,3,6,0
2,0,Home,2,0,Home,9,4,10,2
0,6,Away,0,3,Away,7,3,17,9
4,0,Home,2,0,Home,17,9,9,4
1,0,Home,0,0,Draw,8,1,4,2
4,3,Home,3,2,Home,16,9,11,4
1,0,Home,1,0,Home,23,8,13,3
2,1,Home,1,0,Home,11,4,10,5
0,2,Away,0,0,Draw,7,2,7,3
1,4,Away,0,1,Away,6,1,14,8
1,1,Draw,0,0,Draw,10,2,12,6
1,1,Draw,0,0,Draw,18,5,11,4
2,0,Home,2,0,Home,13,5,14,3
0,0,Draw,0,0,Draw,6,2,13,6
1,1,Draw,1,1,Draw,5,3,15,5
0,2,Away,0,2,Away,11,2,16,5
1,1,Draw,1,1,Draw,11,4,23,9
2,2,Draw,0,1,Away,27,9,7,4
4,2,Home,0,1,Away,21,8,6,4
4,5,Away,2,1,Home,11,6,20,9
1,1,Draw,1,0,Home,12,1,18,4
3,5,Away,0,3,Away,16,7,16,9
1,1,Draw,0,1,Away,11,6,14,6
4,1,Home,1,0,Home,33,11,19,8
4,3,Home,2,1,Home,28,11,11,5
2,2,Draw,0,1,Away,16,3,7,5
2,0,Home,1,0,Home,16,4,5,0
2,1,Home,1,1,Draw,6,3,12,5
2,6,Away,0,3,Away,14,5,16,11
0,0,Draw,0,0,Draw,19,9,8,2
1,1,Draw,1,1,Draw,18,8,9,3
2,2,Draw,0,0,Draw,18,10,13,4
3,1,Home,2,0,Home,13,8,19,4
1,0,Home,1,0,Home,11,5,13,1
2,0,Home,0,0,Draw,10,3,9,2
1,0,Home,0,0,Draw,14,3,11,2
0,1,Away,0,0,Draw,14,6,6,2
2,0,Home,1,0,Home,11,5,12,3
0,3,Away,0,2,Away,9,0,13,5
0,0,Draw,0,0,Draw,7,1,15,2
1,0,Home,0,0,Draw,22,8,13,2
1,3,Away,0,2,Away,20,6,12,4
2,2,Draw,1,2,Away,24,9,15,3
2,0,Home,1,0,Home,18,8,7,4
0,1,Away,0,1,Away,12,6,7,3
2,2,Draw,1,0,Home,16,3,6,4
1,0,Home,0,0,Draw,17,4,13,6
0,2,Away,0,0,Draw,4,1,19,8
1,0,Home,0,0,Draw,11,3,8,1
4,1,Home,0,1,Away,29,11,7,2
0,2,Away,0,0,Draw,9,2,19,4
3,0,Home,2,0,Home,10,4,13,3
0,0,Draw,0,0,Draw,5,2,27,3
2,0,Home,1,0,Home,6,3,23,6
3,1,Home,1,1,Draw,14,5,13,2
0,1,Away,0,1,Away,15,3,12,6
1,1,Draw,0,0,Draw,17,6,7,2
1,1,Draw,1,0,Home,8,4,10,5
3,1,Home,1,1,Draw,12,4,11,2
2,0,Home,0,0,Draw,17,4,12,3
4,0,Home,2,0,Home,28,14,11,4
1,2,Away,0,1,Away,23,8,11,3
2,2,Draw,2,1,Home,10,3,10,3
1,0,Home,1,0,Home,8,4,8,1
1,2,Away,1,1,Draw,16,2,11,4
5,0,Home,2,0,Home,22,8,6,2
1,1,Draw,1,0,Home,8,2,9,4
4,0,Home,3,0,Home,22,9,4,1
1,0,Home,1,0,Home,11,4,14,3
2,0,Home,0,0,Draw,9,3,11,4
0,3,Away,0,2,Away,11,4,12,8
1,1,Draw,1,0,Home,13,4,11,4
0,1,Away,0,1,Away,17,8,8,4
1,1,Draw,0,0,Draw,23,5,14,3
0,3,Away,0,1,Away,6,2,17,7
2,1,Home,2,0,Home,5,3,12,5
2,3,Away,2,2,Draw,20,6,18,6
2,2,Draw,2,0,Home,19,3,8,3
6,1,Home,3,0,Home,18,9,8,5
2,0,Home,1,0,Home,12,6,17,3
1,0,Home,0,0,Draw,8,3,4,1
2,1,Home,1,0,Home,17,5,9,3
0,0,Draw,0,0,Draw,15,2,9,2
0,0,Draw,0,0,Draw,17,6,13,6
0,0,Draw,0,0,Draw,14,1,6,1
3,0,Home,2,0,Home,17,6,12,2
1,1,Draw,1,0,Home,14,5,10,6
1,2,Away,1,2,Away,10,5,14,8
2,1,Home,1,0,Home,10,6,13,5
0,0,Draw,0,0,Draw,17,6,8,3
2,1,Home,0,0,Draw,23,8,15,2
1,1,Draw,0,0,Draw,6,2,10,3
1,2,Away,0,1,Away,16,6,23,10
3,2,Home,2,1,Home,15,6,15,6
2,2,Draw,0,1,Away,10,5,15,5
2,1,Home,1,0,Home,22,7,17,3
5,0,Home,2,0,Home,22,10,6,2
2,3,Away,1,2,Away,15,8,7,6
1,2,Away,1,1,Draw,10,2,12,4
0,2,Away,0,0,Draw,2,0,10,6
2,2,Draw,0,0,Draw,22,7,13,5
3,2,Home,1,1,Draw,14,4,9,2
2,2,Draw,1,1,Draw,17,10,11,4
0,2,Away,0,2,Away,18,5,16,8
2,0,Home,1,0,Home,14,5,4,2
1,2,Away,1,0,Home,15,5,11,6
2,2,Draw,0,1,Away,14,7,20,7
0,1,Away,0,0,Draw,7,3,21,4
1,5,Away,1,0,Home,19,3,13,6
1,0,Home,1,0,Home,15,3,11,2
0,0,Draw,0,0,Draw,18,8,13,2
1,1,Draw,0,0,Draw,20,8,11,3
1,1,Draw,0,0,Draw,14,6,14,5
1,1,Draw,0,1,Away,7,3,8,3
2,0,Home,2,0,Home,23,7,3,1
4,2,Home,2,1,Home,13,7,10,4
2,1,Home,1,0,Home,8,3,12,4
1,3,Away,1,0,Home,16,5,16,6
2,1,Home,0,1,Away,17,5,9,2
1,1,Draw,1,0,Home,14,7,7,2
3,0,Home,2,0,Home,18,6,6,0
0,3,Away,0,2,Away,16,3,18,6
2,1,Home,1,1,Draw,16,5,13,7
1,1,Draw,0,0,Draw,14,4,11,3
1,3,Away,0,2,Away,15,4,10,5
0,1,Away,0,0,Draw,13,2,8,3
3,1,Home,1,0,Home,21,12,3,2
1,1,Draw,0,1,Away,10,3,20,7
2,1,Home,0,0,Draw,18,6,12,4
0,3,Away,0,1,Away,12,4,22,8
3,3,Draw,2,1,Home,20,8,10,6
2,1,Home,1,1,Draw,9,4,13,7
3,0,Home,2,0,Home,16,6,8,3
2,4,Away,1,3,Away,16,8,8,5
1,1,Draw,0,1,Away,13,6,5,3
2,2,Draw,1,1,Draw,13,3,12,3
1,0,Home,1,0,Home,12,3,11,0
3,1,Home,2,0,Home,15,7,12,7
2,0,Home,1,0,Home,12,4,7,1
4,0,Home,1,0,Home,16,7,13,7
1,1,Draw,0,1,Away,15,4,13,4
2,1,Home,0,1,Away,23,8,4,3
4,4,Draw,4,0,Home,11,6,12,7
0,1,Away,0,0,Draw,12,3,13,4
2,1,Home,0,0,Draw,15,5,17,5
2,1,Home,2,0,Home,6,2,21,7
2,0,Home,1,0,Home,14,6,9,3
0,2,Away,0,1,Away,15,2,10,7
3,0,Home,1,0,Home,18,7,13,2
0,0,Draw,0,0,Draw,20,2,10,3
3,1,Home,1,1,Draw,29,12,8,4
4,0,Home,1,0,Home,10,8,11,5
1,1,Draw,1,0,Home,15,9,9,3
1,3,Away,0,2,Away,16,5,10,4
2,2,Draw,1,0,Home,23,10,7,4
1,0,Home,1,0,Home,15,6,12,4
1,2,Away,1,1,Draw,15,5,7,5
3,0,Home,2,0,Home,13,6,16,9
0,2,Away,0,1,Away,9,5,18,4
1,2,Away,0,1,Away,11,5,9,4
0,1,Away,0,1,Away,12,3,6,1
0,0,Draw,0,0,Draw,12,3,3,0
1,1,Draw,1,0,Home,13,5,13,6
2,2,Draw,2,1,Home,12,7,13,9
1,1,Draw,0,0,Draw,15,3,8,4
3,4,Away,3,1,Home,6,3,25,11
2,0,Home,0,0,Draw,12,3,9,5
1,0,Home,1,0,Home,24,5,5,3
1,2,Away,1,2,Away,21,6,10,6
0,2,Away,0,0,Draw,13,0,15,6
1,1,Draw,1,0,Home,13,5,14,5
1,0,Home,0,0,Draw,26,8,7,1
3,1,Home,2,0,Home,15,9,20,6
1,0,Home,0,0,Draw,11,3,9,3
1,0,Home,1,0,Home,15,7,6,2
3,2,Home,1,0,Home,8,5,15,7
3,1,Home,1,0,Home,13,5,8,3
3,3,Draw,1,1,Draw,17,8,9,6
2,1,Home,0,1,Away,18,3,12,5
2,2,Draw,1,0,Home,6,2,15,5
1,0,Home,0,0,Draw,18,7,8,5
0,1,Away,0,0,Draw,10,4,17,7
2,2,Draw,2,0,Home,14,7,9,3
4,4,Draw,3,2,Home,18,7,20,10
2,3,Away,0,2,Away,22,7,7,5
1,3,Away,0,1,Away,12,1,16,6
1,0,Home,1,0,Home,15,5,9,6
1,1,Draw,1,0,Home,15,4,2,1
3,2,Home,2,2,Draw,25,9,11,5
3,1,Home,1,0,Home,15,9,10,6
1,0,Home,0,0,Draw,7,2,10,1
1,1,Draw,0,1,Away,16,3,11,2
0,0,Draw,0,0,Draw,19,1,10,4
2,1,Home,1,0,Home,11,3,16,6
1,1,Draw,0,0,Draw,9,2,11,4
2,1,Home,0,0,Draw,9,4,12,3
0,2,Away,0,1,Away,13,3,9,2
1,4,Away,0,1,Away,13,3,13,6
3,2,Home,1,1,Draw,21,12,8,5
2,0,Home,1,0,Home,16,6,16,3
1,3,Away,0,2,Away,13,4,18,6
4,2,Home,1,1,Draw,15,7,10,4
1,1,Draw,1,0,Home,5,2,11,4
2,0,Home,1,0,Home,9,2,14,2
5,2,Home,2,2,Draw,22,11,6,4
2,2,Draw,1,1,Draw,12,4,4,3
1,1,Draw,1,0,Home,12,5,11,3
1,1,Draw,1,1,Draw,14,5,8,2
0,2,Away,0,2,Away,11,2,18,7
0,0,Draw,0,0,Draw,18,7,5,2
0,1,Away,0,0,Draw,15,3,7,2
2,0,Home,0,0,Draw,12,3,4,1
2,3,Away,0,1,Away,16,5,17,7
0,0,Draw,0,0,Draw,11,5,15,3
1,1,Draw,0,1,Away,6,3,17,4
0,2,Away,0,2,Away,16,4,13,6
0,1,Away,0,0,Draw,10,3,16,6
1,2,Away,1,0,Home,15,6,12,7
1,1,Draw,1,0,Home,15,5,13,2
3,0,Home,1,0,Home,15,7,8,2
1,1,Draw,0,1,Away,16,3,14,7
2,0,Home,1,0,Home,23,9,12,2
2,1,Home,2,1,Home,13,5,9,3
2,0,Home,0,0,Draw,10,3,8,2
4,2,Home,1,0,Home,13,8,8,4
2,1,Home,1,0,Home,13,6,12,4
4,2,Home,1,1,Draw,24,9,6,2
0,2,Away,0,1,Away,15,6,9,4
1,0,Home,1,0,Home,7,2,12,4
3,1,Home,2,0,Home,12,5,13,5
0,2,Away,0,1,Away,9,1,13,7
1,1,Draw,1,1,Draw,5,1,15,7
1,0,Home,1,0,Home,7,3,9,3
1,2,Away,0,1,Away,11,3,16,5
2,1,Home,2,0,Home,9,6,12,4
1,2,Away,1,0,Home,3,1,18,5
0,1,Away,0,1,Away,8,2,16,6
0,1,Away,0,1,Away,28,11,8,2
2,1,Home,2,1,Home,12,3,10,2
1,1,Draw,1,1,Draw,13,4,8,2
0,0,Draw,0,0,Draw,19,6,5,3
0,1,Away,0,0,Draw,20,5,15,4
1,1,Draw,0,0,Draw,12,4,7,3
1,0,Home,1,0,Home,13,5,7,0
1,0,Home,0,0,Draw,14,3,6,1
0,2,Away,0,1,Away,9,5,10,6
1,2,Away,1,0,Home,15,3,14,5
1,1,Draw,1,0,Home,9,2,13,6
2,2,Draw,2,0,Home,10,5,17,6
0,2,Away,0,1,Away,8,2,17,6
1,0,Home,1,0,Home,13,7,7,2
0,0,Draw,0,0,Draw,18,6,5,2
1,1,Draw,1,1,Draw,11,3,4,2
1,0,Home,1,0,Home,7,4,11,3
1,2,Away,0,1,Away,7,2,17,4
2,3,Away,1,2,Away,12,4,9,4
0,4,Away,0,2,Away,5,1,17,4
0,1,Away,0,0,Draw,16,4,6,2
6,0,Home,3,0,Home,18,7,1,0
1,3,Away,1,2,Away,17,5,17,8
0,0,Draw,0,0,Draw,12,4,5,0
3,0,Home,1,0,Home,17,6,6,1
2,0,Home,1,0,Home,17,7,9,2
3,2,Home,1,0,Home,13,4,10,3
0,0,Draw,0,0,Draw,12,2,8,3
3,1,Home,1,0,Home,13,6,8,2
1,2,Away,0,1,Away,7,2,10,5
1,3,Away,0,2,Away,15,6,20,12
3,0,Home,3,0,Home,15,6,13,1
1,2,Away,1,0,Home,9,3,16,9
3,3,Draw,1,1,Draw,23,7,13,6
0,1,Away,0,0,Draw,17,3,10,2
1,0,Home,1,0,Home,25,9,8,4
2,0,Home,1,0,Home,7,3,10,3
2,1,Home,1,1,Draw,16,6,9,2
6,0,Home,5,0,Home,17,9,9,3
2,3,Away,0,1,Away,13,3,15,5
0,0,Draw,0,0,Draw,9,2,9,1
6,0,Home,1,0,Home,18,11,4,1
0,0,Draw,0,0,Draw,18,2,7,2
2,0,Home,0,0,Draw,16,7,6,0
1,1,Draw,1,1,Draw,11,4,8,6
0,0,Draw,0,0,Draw,14,5,11,2
2,1,Home,1,0,Home,11,6,11,6
2,1,Home,2,0,Home,10,6,14,4
1,4,Away,1,2,Away,7,1,12,7
1,1,Draw,1,0,Home,15,8,12,4
0,2,Away,0,1,Away,13,1,11,2
3,2,Home,1,1,Draw,18,7,7,4
2,1,Home,0,1,Away,10,3,13,6
3,0,Home,1,0,Home,18,12,12,6
1,1,Draw,0,0,Draw,15,5,10,3
1,4,Away,1,1,Draw,19,4,13,7
0,0,Draw,0,0,Draw,17,4,9,2
5,1,Home,2,1,Home,20,11,4,1
2,1,Home,0,1,Away,13,6,13,2
2,0,Home,2,0,Home,21,6,13,5
4,1,Home,1,1,Draw,11,6,7,1
1,1,Draw,0,0,Draw,12,5,9,3
2,0,Home,0,0,Draw,12,3,12,5
1,1,Draw,1,0,Home,16,6,10,4
2,0,Home,1,0,Home,14,3,11,0
3,0,Home,3,0,Home,16,6,7,2
4,0,Home,1,0,Home,17,9,10,2
0,3,Away,0,0,Draw,13,3,4,3
1,0,Home,0,0,Draw,11,5,11,4
0,3,Away,0,0,Draw,6,2,14,8
2,5,Away,0,3,Away,14,8,12,7
2,0,Home,1,0,Home,11,5,9,3
2,0,Home,1,0,Home,15,6,7,3
2,2,Draw,1,2,Away,11,3,21,7
3,1,Home,1,1,Draw,16,6,13,4
4,1,Home,1,0,Home,12,6,12,3
3,2,Home,1,0,Home,12,6,13,3
2,2,Draw,0,1,Away,8,5,12,3
0,1,Away,0,0,Draw,24,7,4,1
1,1,Draw,1,1,Draw,10,4,10,4
1,3,Away,0,2,Away,10,1,14,5
3,0,Home,1,0,Home,16,9,6,1
1,1,Draw,1,1,Draw,19,6,17,6
1,2,Away,1,2,Away,12,5,15,7
1,2,Away,1,2,Away,12,4,7,5
3,0,Home,1,0,Home,14,10,14,4
1,3,Away,1,0,Home,10,3,16,9
3,1,Home,3,0,Home,11,5,16,2
3,1,Home,1,0,Home,18,5,18,6
4,1,Home,2,0,Home,13,7,10,5
2,0,Home,1,0,Home,5,2,21,7
0,0,Draw,0,0,Draw,3,0,9,1
1,4,Away,1,2,Away,18,8,7,7
2,0,Home,0,0,Draw,12,3,5,2
2,1,Home,1,1,Draw,17,8,8,3
2,6,Away,1,3,Away,8,4,17,10
3,1,Home,1,0,Home,12,8,10,4
3,2,Home,2,0,Home,27,8,11,4
1,2,Away,1,1,Draw,13,1,14,3
1,0,Home,1,0,Home,11,5,6,2
4,1,Home,1,1,Draw,16,8,6,1
3,1,Home,1,0,Home,16,5,8,5
1,2,Away,1,0,Home,9,5,14,7
0,2,Away,0,1,Away,22,6,10,2
1,0,Home,1,0,Home,10,3,12,3
